gene	log2_TE
YPL180W	-0.4942
YPL181W	0.5325
YPL183C	-0.3629
YPL183W-A	0.9117
YPL184C	-0.3448
YPL186C	0.8010
YPL187W	0.5837
YPL188W	0.2916
YPL189C-A	0.9500
YPL190C	0.5864
YPL191C	-0.4963
YPL193W	-0.6436
YPL194W	-0.7657
YPL195W	-0.4311
YPL196W	0.2866
YPL198W	1.9614
YPL199C	0.5984
YPL202C	-0.0015
YPL203W	-0.0024
YPL204W	0.1658
YPL206C	0.6416
YPL207W	-0.6243
YPL208W	-0.6079
YPL209C	0.0504
YPL210C	0.0724
YPL211W	0.9073
YPL212C	0.2209
YPL213W	0.6266
YPL214C	-0.9180
YPL215W	0.1076
YPL216W	-0.7929
YPL217C	0.0402
YPL218W	1.0273
YPL219W	-0.0414
YPL221W	-0.9964
YPL222W	-0.0482
YPL223C	-0.2153
YPL224C	-0.5049
YPL225W	1.4528
YPL226W	0.2218
YPL227C	-0.1954
YPL228W	0.3236
YPL229W	0.5522
YPL231W	0.5700
YPL232W	0.5019
YPL233W	-0.1070
YPL234C	0.6680
YPL235W	0.9019
YPL236C	-0.5139
YPL237W	2.1024
YPL239W	1.1228
YPL240C	1.2741
YPL241C	-0.3874
YPL242C	-1.0952
YPL243W	0.3249
YPL244C	-1.1061
YPL245W	-0.4344
YPL246C	-0.0773
YPL247C	-0.3812
YPL249C	0.0297
YPL249C-A	3.3437
YPL250C	0.7855
YPL252C	1.7753
YPL253C	-0.6844
YPL254W	-0.4462
YPL255W	-0.9335
YPL256C	-0.3122
YPL257W	-0.1111
YPL259C	-0.3253
YPL260W	0.5883
YPL262W	0.4570
YPL263C	-0.0195
YPL264C	0.0896
YPL265W	0.3856
YPL266W	0.3133
YPL267W	1.0199
YPL268W	-0.9675
YPL269W	-1.1070
YPL270W	-1.1098
YPL271W	1.2451
YPL273W	0.1512
YPL274W	-0.0178
YPR002W	-0.4085
YPR003C	-0.5526
YPR004C	0.0633
YPR005C	-0.8963
YPR006C	0.4901
YPR008W	-0.4549
YPR009W	-1.3257
YPR010C	-0.0086
YPR010C-A	0.9410
YPR011C	-0.6288
YPR013C	-0.8040
YPR016C	0.9822
YPR017C	-0.1619
YPR018W	0.2041
YPR019W	-0.3912
YPR020W	1.3790
YPR021C	-1.0743
YPR022C	-0.8450
YPR023C	-0.2557
YPR024W	-0.3056
YPR025C	0.0368
YPR026W	-0.6726
YPR028W	0.9736
YPR029C	-0.4050
YPR031W	-0.6601
YPR032W	-0.2703
YPR033C	0.8549
YPR034W	0.0512
YPR035W	1.5360
YPR036W	0.8002
YPR036W-A	2.5228
YPR037C	1.2160
YPR040W	0.1444
YPR041W	1.2816
YPR042C	-0.5756
YPR043W	4.2552
YPR045C	-0.0582
YPR046W	-0.1271
YPR047W	-0.4082
YPR048W	-0.4582
YPR049C	-0.6254
YPR051W	2.2415
YPR052C	2.2621
YPR055W	-0.6462
YPR056W	-0.2487
YPR057W	-0.9549
YPR058W	0.9727
YPR060C	0.4951
YPR061C	-0.2669
YPR062W	1.6411
YPR063C	1.3519
YPR065W	0.6576
YPR066W	-0.3231
YPR067W	-0.6886
YPR068C	-0.3172
YPR069C	1.3143
YPR070W	-0.5339
YPR071W	-0.5054
YPR072W	0.2898
YPR073C	1.0070
YPR074C	1.0940
YPR075C	0.2318
YPR079W	0.1769
YPR081C	-0.4916
YPR082C	0.0572
YPR083W	-0.5626
YPR084W	-0.6100
YPR085C	-1.2041
YPR086W	0.0693
YPR088C	0.9164
YPR089W	-0.5407
YPR091C	-0.3788
YPR093C	-0.4978
YPR094W	0.6132
YPR095C	-1.1396
YPR097W	-0.5172
YPR098C	0.3972
YPR100W	2.3819
YPR101W	0.3413
YPR102C	1.7789
YPR103W	0.8518
YPR104C	-0.3885
YPR105C	-1.1928
YPR106W	-0.5827
YPR107C	0.3341
YPR108W	0.8100
YPR109W	-0.9959
YPR110C	0.6695
YPR111W	-0.4025
YPR112C	0.3106
YPR113W	0.4853
YPR114W	-0.3630
YPR115W	-1.6111
YPR116W	-0.6167
YPR118W	0.1328
YPR119W	-0.2240
YPR120C	-0.1951
YPR122W	-1.0317
YPR124W	1.7204
YPR125W	0.8598
YPR127W	-0.2484
YPR128C	-0.2549
YPR129W	1.6135
YPR131C	0.6061
YPR133C	0.6202
YPR133W-A	1.0402
YPR134W	-0.7839
YPR135W	-0.1435
YPR137W	0.9989
YPR138C	-1.4532
YPR139C	-0.3273
YPR140W	-0.6315
YPR141C	-0.1599
YPR143W	2.2788
YPR144C	-0.0712
YPR145W	0.8394
YPR146C	0.7686
YPR147C	-0.1869
YPR148C	0.0066
YPR149W	1.4584
YPR152C	-0.1994
YPR153W	-0.4687
YPR154W	0.7596
YPR155C	-0.2937
YPR156C	0.5461
YPR157W	0.1232
YPR158W	-0.2326
YPR159W	0.0818
YPR160W	0.1320
YPR161C	-0.1964
YPR162C	-0.3179
YPR163C	1.3487
YPR164W	-1.2541
YPR165W	1.3715
YPR166C	1.0211
YPR167C	-0.1847
YPR168W	0.1456
YPR169W	-0.3808
YPR170W-B	2.7975
YPR171W	-0.2731
YPR172W	0.6430
YPR173C	-0.3165
YPR174C	0.2521
YPR175W	-0.3004
YPR176C	0.1013
YPR178W	0.6798
YPR179C	-0.4000
YPR180W	0.3713
YPR181C	0.4700
YPR182W	0.9665
YPR183W	1.4858
YPR184W	-0.6977
YPR185W	-0.4751
YPR186C	-0.3819
YPR187W	0.9391
YPR188C	0.5102
YPR189W	-0.1514
YPR190C	-0.2587
YPR191W	0.4792
YPR196W	-0.7747
YPR198W	0.7900
YPR199C	-0.9719
YPR200C	-1.2468
YPR201W	0.0739
