gene,mRNA_Half_Life
YGL006W,40.94672537
YGL066W,40.97049706
YOR089C,40.98683208
YKR048C,40.98792548
YDR470C,40.99791844
YOR002W,41.00987697
YPL216W,41.01170991
YDR119W-A,41.01520265
YOR161C-C,41.01532683
YKL019W,41.02003949
YPL232W,41.02581440
YGR189C,41.04012225
YDL054C,41.04916482
YGR135W,41.05397574
YDL173W,41.06197137
YJR093C,41.08890011
YMR062C,41.09697778
YNL243W,41.10612103
YGR131W,41.12385180
YPR062W,41.12655071
YGR270W,41.13065261
YDL101C,41.13142706
YJR034W,41.14026103
YKL028W,41.15074158
YDR490C,41.15105843
YDR427W,41.15281297
YOR141C,41.19490710
YEL071W,41.19707319
YML017W,41.21463774
YDL007W,41.22045341
YGL203C,41.22190308
YGL073W,41.22276018
YMR180C,41.23066247
YFR044C,41.23903771
YAL015C,41.25026144
YPR108W,41.25183754
YDL231C,41.27425770
YHL016C,41.28109892
YDR475C,41.28347197
YGR268C,41.28395134
YLL050C,41.28947885
YGR231C,41.33303421
YFL013C,41.34547675
YGR215W,41.34625702
YER155C,41.35071158
YNL314W,41.35347536
YNL084C,41.36775722
YOL009C,41.38692522
YEL020C,41.39163241
YPL150W,41.39379823
YLL046C,41.39430247
YIR016W,41.40297379
YIL041W,41.40861010
YPL135W,41.45499151
YPL236C,41.46905757
YBR059C,41.47038603
YCR048W,41.47250139
YBL019W,41.47427423
YMR275C,41.47932760
YKR062W,41.48031156
YDL107W,41.48576604
YKL103C,41.48764234
YLR431C,41.49773042
YDR145W,41.50525452
YHR209W,41.51472737
YGL216W,41.51713071
YNR001C,41.51729768
YKR067W,41.52362122
YBR078W,41.53273535
YML025C,41.53382017
YGR235C,41.56053123
YGR009C,41.56411590
YDR182W-A,41.57706145
YOR075W,41.57744574
YKR077W,41.58462252
YMR004W,41.59245383
YDR007W,41.59460914
YJL157C,41.60335721
YHL048W,41.60559442
YJR062C,41.62375117
YLL006W,41.62752727
YKR054C,41.64014528
YER065C,41.64817051
YKL096W-A,41.65084580
YFL034W,41.66266030
YIL037C,41.66272560
YFL021W,41.66846148
YML062C,41.67295175
YDL214C,41.68046915
YJR089W,41.69258940
YGR205W,41.69414807
YJR066W,41.69669191
YER033C,41.71046550
YGR014W,41.71329128
YNL101W,41.71493130
YOR020C,41.72376733
YDR005C,41.72817091
YNL289W,41.73521347
YLL029W,41.74743163
YJL023C,41.75944083
YBR182C,41.75997431
YNL059C,41.77173366
YER119C,41.78275327
YPR145C-A,41.78666149
YMR255W,41.79190028
YDR130C,41.79838598
YNR006W,41.80126911
YLR019W,41.80992835
YHR165C,41.82464944
YFR019W,41.82986918
YER012W,41.83767500
YBR115C,41.84177984
YML049C,41.84807407
YDR314C,41.84925340
YPL065W,41.85397665
YML001W,41.85772446
YKL034W,41.87002687
YCL030C,41.87768413
YOR008C,41.87860699
YGR178C,41.91321859
YCL056C,41.91793977
YPR133C,41.92296399
YDR372C,41.92495666
YPL031C,41.93452101
YCL051W,41.93657882
YPL053C,41.94308719
YLR233C,41.94788899
YMR220W,41.97447522
YNL239W,41.97907337
YER048W-A,41.98089637
YKR016W,41.98704265
YER095W,41.98817446
YAR015W,41.98917656
YER021W,42.02948168
YGL215W,42.03777195
YDL137W,42.05059834
YBL103C,42.05817150
YER050C,42.05866143
YEL027W,42.06137678
YBR207W,42.09142000
YKL061W,42.11246185
YJL012C,42.11947407
YDR063W,42.12966548
YNL267W,42.13187473
YCR091W,42.13581198
YPL104W,42.14061174
YBR216C,42.14095777
YHR039C,42.16162319
YGL082W,42.16311765
YFR040W,42.16801438
YHR147C,42.17208199
YBR204C,42.18265854
YNL215W,42.18553180
YGR168C,42.18756839
YFR007W,42.21869861
YHR135C,42.23301675
YOR040W,42.26190847
YGR154C,42.27585909
YLR436C,42.28583527
YPL001W,42.29154544
YOL038W,42.30349287
YOR306C,42.31284112
YLR047C,42.31363559
YOR150W,42.33731735
YOL112W,42.34398307
YOL051W,42.34946065
YCL012C,42.35521289
YGL219C,42.36571715
YKL155C,42.37988664
YJL093C,42.39492412
YDR293C,42.41141018
YMR029C,42.43446733
YHR027C,42.44182227
YDR195W,42.44312691
YBR024W,42.44504215
YNL094W,42.45278607
YDL005C,42.45600825
YER071C,42.45682849
YBR104W,42.46244780
YPL116W,42.47051863
YIL156W-B,42.47306162
YHL019C,42.47709405
YDR402C,42.48367384
YHR026W,42.52470852
YML098W,42.54052175
YDR443C,42.54386463
YNL311C,42.54414790
YDR090C,42.55859946
YGL248W,42.56317585
YGR218W,42.57074086
YOL151W,42.57522110
YPR103W,42.57663253
YHR018C,42.59332001
YDR006C,42.59571920
YFR050C,42.59887796
YGR077C,42.60013407
YJR110W,42.61338708
YMR257C,42.61380039
YBR221C,42.61536157
YOL018C,42.61763172
YDR319C,42.61998734
YBR139W,42.62014263
YDR263C,42.62963800
YAL043C,42.63338865
YLL014W,42.65107093
YDL159W,42.65150703
YDL171C,42.65532787
YPR198W,42.66280168
YLR447C,42.66464376
YPL120W,42.68370060
YKL125W,42.68405022
YBR173C,42.69431197
YNL074C,42.71480133
YPL087W,42.71569510
YDR069C,42.71723589
YHR161C,42.72541821
YLR283W,42.76071946
YOR184W,42.76202497
YDR494W,42.78621801
YDL190C,42.79340680
YNL210W,42.80728498
YGR170W,42.83026688
YOL111C,42.83298949
YLR105C,42.83675564
YOR259C,42.86796303
YGL223C,42.86909756
YKL121W,42.88485252
YLR170C,42.89279866
YBR211C,42.89733934
YJR059W,42.90130171
YGR112W,42.92877620
YML116W-A,42.93214531
YLR313C,42.94877482
YNL041C,42.95556691
YHR007C,42.96778295
YDL033C,42.97601438
YFL018C,42.97925962
YEL009C,42.98563779
YML007W,42.98930369
YCR037C,43.00105134
YOL036W,43.00311584
YKL210W,43.00638955
YIL108W,43.01519172
YLR275W,43.02595247
YIL135C,43.03952801
YML132W,43.04781072
YDR229W,43.05515800
YEL007W,43.05616180
YOR328W,43.06424669
YPR045C,43.07268638
YNL222W,43.07523040
YLR332W,43.11131929
YPR107C,43.11914463
YDR295C,43.13203088
YDR317W,43.13445068
YDR128W,43.13564953
YMR216C,43.15297542
YBR196C,43.15757977
YNL189W,43.16958155
YMR152W,43.17065402
YGL140C,43.17370830
YIL013C,43.18087636
YDR166C,43.18818283
YOL113W,43.19336020
YJL068C,43.22289379
YJL053W,43.22538286
YLR346C,43.22906713
YOL075C,43.23456163
YPL219W,43.23470383
YLR204W,43.24879693
YLL051C,43.26369139
YAL044W-A,43.27086056
YHR082C,43.27122824
YLR267W,43.28751204
YLR119W,43.30012657
YIL062C,43.30657560
YDR456W,43.33931100
YJR107W,43.35327225
YOR052C,43.35709395
YPL084W,43.35920892
YLR064W,43.36704939
YKL098W,43.38691835
YPR159W,43.40025628
YOL001W,43.41388680
YPL249C,43.42596843
YOR047C,43.42802274
YKL013C,43.44151578
YHR047C,43.44161145
YBR264C,43.44984833
YPL190C,43.46680561
YOR057W,43.48251826
YBR097W,43.49912660
YNL306W,43.50823862
YMR072W,43.51556677
YMR111C,43.53640310
YLR259C,43.54867153
YOR316C,43.56274970
YKL168C,43.56518574
YFL039C,43.57080180
YKL048C,43.57777261
YGL142C,43.58259921
YBR072W,43.59010985
YJL085W,43.59573133
YGR106C,43.61621599
YDL188C,43.61785139
YLR108C,43.61791360
YHR186C,43.61973630
YDL066W,43.62448824
YPR013C,43.63864425
YBR007C,43.63874560
YDL045W-A,43.65144276
YBR136W,43.67964082
YOR363C,43.68767154
YBR020W,43.69129930
YDR284C,43.71104144
YPL006W,43.72939118
YDR028C,43.74473147
YNL090W,43.74948292
YHR201C,43.75597515
YKR007W,43.76731796
YPR036W,43.77020766
YDR405W,43.78532689
YDR068W,43.80323490
YJR021C,43.81764659
YGR031W,43.81981470
YGL117W,43.82679986
YDL013W,43.84430955
YPL013C,43.86518103
YPL268W,43.87152773
YIL036W,43.87209460
YNR036C,43.87438775
YDR462W,43.87925060
YDR236C,43.88266679
YNR032W,43.89645552
YDR306C,43.90730982
YLR163C,43.92161085
YDR363W-A,43.92209884
YBR110W,43.92817841
YFL025C,43.97591539
YJR061W,43.97810746
YJL055W,43.98251912
YNL213C,43.98799186
YKL085W,43.99764203
YIL117C,44.03426435
YPR028W,44.03961298
YAL016W,44.03979638
YFL027C,44.05417902
YAL060W,44.07390984
YBR289W,44.07402610
YDR264C,44.09539722
YML081W,44.09689292
YOR211C,44.10739336
YDR177W,44.12281653
YMR010W,44.13316872
YHR179W,44.13338024
YPL138C,44.15083923
YPL167C,44.15258918
YOR347C,44.21759356
YOR132W,44.24804400
YLL009C,44.24811839
YMR160W,44.26383005
YDR186C,44.27030091
YBL040C,44.27760682
YKL213C,44.27857402
YOR124C,44.30943191
YDR205W,44.31296983
YGR132C,44.32596626
YBR003W,44.33100636
YOR134W,44.33216637
YKL046C,44.38357286
YBL001C,44.40725318
YGR130C,44.42167721
YNL079C,44.44265324
YBL102W,44.44490322
YBR026C,44.44671761
YOR377W,44.44790570
YJR005W,44.46712653
YBL038W,44.46918825
YNL257C,44.46969642
YJL049W,44.47824229
YLL058W,44.48795093
YKR042W,44.49359297
YLR054C,44.51036022
YDL128W,44.53090203
YLR326W,44.54494185
YCL034W,44.56752059
YIL116W,44.56839113
YOR261C,44.56922973
YNR058W,44.59158659
YLR011W,44.66533608
YBL101C,44.70828199
YDR197W,44.71525981
YPR167C,44.72764569
YNL146C-A,44.73227560
YMR278W,44.73296909
YBR290W,44.74606339
YPR091C,44.76445607
YCL057C-A,44.77753719
YLL049W,44.78692870
YBR183W,44.80777657
YJR012C,44.81470024
YMR315W,44.81507980
YOL065C,44.81993179
YBR122C,44.82640613
YNL297C,44.82947095
YLR250W,44.83319525
YCR017C,44.84758337
YLR324W,44.86106137
YGL011C,44.86974881
YLR001C,44.88219965
YHR194W,44.88679705
YBL058W,44.89563917
YBR278W,44.92600637
YBR046C,44.92919394
YOR386W,44.92955774
YGR063C,44.93134273
YPL213W,44.94118201
YCR018C-A,44.94681213
YLR109W,44.94988087
YBR302C,44.95899146
YDR391C,44.95932647
YJL100W,44.98334082
YHR002W,44.98609321
YPR055W,44.98925226
YDR082W,44.99053164
YJL173C,45.01909232
YNL159C,45.02285170
YOR231W,45.03747509
YER083C,45.06082930
YLR201C,45.06437005
YJL004C,45.06799617
YMR200W,45.08541999
YCR099C,45.10202706
YPR093C,45.13286429
YOL136C,45.15117678
YGL026C,45.15394413
YML121W,45.16344654
YOL116W,45.16735873
YEL062W,45.16778196
YPR042C,45.20551163
YER096W,45.20579091
YNL026W,45.22096493
YKL135C,45.24607988
YMR182W-A,45.25988929
YCL049C,45.27276238
YHL042W,45.28758435
YKL167C,45.30880006
YAL002W,45.30931248
YDR485C,45.31362599
YPL225W,45.31667406
YBR096W,45.32311903
YMR022W,45.34375734
YDR079W,45.37897934
YDR457W,45.38391347
YPR109W,45.40554666
YCL017C,45.42588060
YAR050W,45.42700880
YJR151C,45.46548582
YOR125C,45.48508402
YAL062W,45.48855082
YLR225C,45.49249672
YPL024W,45.50385858
YKL201C,45.55782933
YCR005C,45.56222341
YPR085C,45.57016384
YLL048C,45.57351831
YGL021W,45.59638382
YGL206C,45.60195008
YNL100W,45.62929932
YDR287W,45.64759046
YLL060C,45.66030727
YBR035C,45.66742884
YBR237W,45.67995452
YML004C,45.68814272
YBR234C,45.69299500
YOR009W,45.71812285
YGR174C,45.72542269
YDR511W,45.72935949
YOR011W,45.73157996
YOL147C,45.75703022
YMR236W,45.76720099
YHR198C,45.77335172
YKL100C,45.78330317
YJL088W,45.78649621
YPR084W,45.81202086
YKR101W,45.81778125
YKL012W,45.82308612
YDL120W,45.83791757
YKR035W-A,45.84095601
YBR149W,45.84265130
YOR003W,45.85978227
YGL119W,45.86342026
YHR006W,45.86978757
YNL006W,45.87583506
YDR504C,45.90045778
YMR073C,45.90970074
YIL033C,45.91894783
YDR328C,45.92355238
YER163C,45.93591263
YBR150C,45.93632706
YOR194C,45.95537037
YIR019C,45.96565330
YFL036W,45.96830097
YER060W-A,45.99833080
YJL094C,46.00477169
YGL197W,46.02920082
YOR093C,46.03296375
YFR033C,46.05707465
YGR223C,46.06155614
YKL089W,46.06799239
YMR120C,46.06843357
YJL089W,46.07021504
YFR014C,46.09567083
YNL104C,46.10139705
YGL045W,46.10693449
YJR033C,46.13405177
YJL132W,46.14987734
YOR148C,46.15157280
YHR057C,46.16040611
YGL095C,46.18037021
YLR351C,46.19269992
YHR155W,46.19436997
YOR059C,46.22186450
YPR004C,46.23114526
YOL060C,46.23718939
YFR052W,46.23933119
YOR117W,46.24197574
YNL008C,46.24649310
YKR020W,46.28003006
YDR383C,46.28569308
YGR237C,46.28748559
YCL028W,46.29783346
YJR065C,46.30829770
YDR080W,46.31379101
YNL307C,46.33060998
YKL040C,46.34298061
YHR163W,46.37237727
YGL160W,46.38151008
YDR411C,46.38581413
YLR298C,46.42121467
YPR181C,46.44024309
YJR058C,46.46171518
YOL100W,46.46245272
YML107C,46.46691588
YKL190W,46.46813261
YJL003W,46.46832203
YMR286W,46.47850411
YBR109C,46.51570830
YLR292C,46.51846847
YOR065W,46.52232579
YOL097W-A,46.56726461
YMR071C,46.56770521
YPL170W,46.59353250
YMR262W,46.59580028
YLR454W,46.59598789
YGR207C,46.59845567
YOL108C,46.61351546
YDR438W,46.62020586
YML129C,46.62024356
YBL041W,46.62742760
YMR194C-B,46.63970499
YLR117C,46.65451389
YML091C,46.66885208
YLR254C,46.67096661
YNL280C,46.67441503
YOR349W,46.68482435
YGL154C,46.68923366
YHR205W,46.70827234
YOR357C,46.71326526
YDL106C,46.73388858
YLR371W,46.73547815
YDR283C,46.75968687
YDR272W,46.76743113
YNL135C,46.80668322
YBR033W,46.80740764
YKL148C,46.82005129
YPR081C,46.82745051
YIR013C,46.89321949
YER069W,46.91245008
YOR163W,46.91754784
YHR090C,46.92374280
YNL167C,46.92602641
YDL045C,46.95257253
YCL052C,46.97429258
YPL014W,46.97438115
YJR074W,46.97521625
YAL044C,46.97672478
YJL217W,47.00485642
YKL007W,47.02886896
YKL023W,47.02920898
YHL024W,47.04479173
YDL142C,47.04947055
YLR410W,47.06067864
YOR086C,47.06359391
YDL146W,47.09451174
YPL003W,47.10009664
YBL061C,47.11612449
YMR284W,47.12488628
YGL036W,47.12596387
YER026C,47.13717112
YMR095C,47.16219775
YDR379W,47.19136453
YHL002W,47.23003443
YIR007W,47.24167972
YCR011C,47.26959189
YKR096W,47.26978836
YFL024C,47.27386687
YJL026W,47.29315132
YLR121C,47.30695014
YBR255W,47.31032126
YKL209C,47.31263600
YOR275C,47.32526983
YDR096W,47.32904340
YIL144W,47.33739947
YDL125C,47.34092530
YIL165C,47.34413755
YPL118W,47.35263118
YBR256C,47.36477467
YGL035C,47.37541050
YDR286C,47.38825159
YCR026C,47.40784382
YGR197C,47.42643332
YNL157W,47.42667083
YGR232W,47.48860908
YJR035W,47.49931481
YDR219C,47.50405655
YAL031C,47.54305191
YDL069C,47.55074226
YLR408C,47.63175561
YHR190W,47.63229048
YHR140W,47.63494516
YNL321W,47.67888898
YJL005W,47.68966520
YLR142W,47.69404966
YML041C,47.70548118
YER092W,47.71758313
YJL164C,47.72635624
YDR338C,47.72700416
YHR110W,47.73096205
YER128W,47.73403085
YCR030C,47.74362010
YEL035C,47.75031195
YDL115C,47.75251222
YMR178W,47.75304254
YPR122W,47.76154387
YHL047C,47.76280947
YLR248W,47.78979604
YBR287W,47.80987431
YPR083W,47.81297672
YDR265W,47.82586670
YKR069W,47.84319893
YOR353C,47.86645293
YLR133W,47.89716667
YNL271C,47.91724828
YLR247C,47.92582157
YER173W,47.94099119
YKL197C,47.94707509
YDL132W,47.94853325
YGR279C,48.01454136
YIR034C,48.01657181
YOR190W,48.01745474
YGR175C,48.04623371
YHR037W,48.05832879
YMR304W,48.06262770
YCR007C,48.06272172
YPR075C,48.07287654
YHR051W,48.07356571
YPL203W,48.09786593
YJL001W,48.11835025
YJR126C,48.14943368
YKR097W,48.17730968
YFL038C,48.18501586
YER079W,48.18588647
YNL125C,48.18959644
YER051W,48.19100940
YFR030W,48.25080548
YGL122C,48.30549240
YOL053W,48.30917422
YML131W,48.32557109
YDL067C,48.33959886
YOR034C-A,48.34040850
YER015W,48.36145987
YMR188C,48.36405643
YIR003W,48.36770824
YDL089W,48.39528261
YGR080W,48.43330291
YPL011C,48.44417218
YMR295C,48.45195031
YAL056W,48.47499875
YDR374W-A,48.47761503
YBR036C,48.47997951
YJR045C,48.48589757
YBR008C,48.48884463
YOL132W,48.50311553
YOL045W,48.50702254
YPL060W,48.52545284
YKR089C,48.55285987
YNL138W-A,48.55353120
YJR109C,48.62217257
YDR305C,48.64069685
YDR387C,48.66166360
YFR045W,48.69854847
YKR013W,48.72160895
YPL100W,48.72686643
YLR006C,48.74516955
YER125W,48.76641993
YAR029W,48.83630956
YKL176C,48.84250003
YOL119C,48.84321033
YOL096C,48.84434270
YGL003C,48.86362990
YDR001C,48.87397098
YLR046C,48.89160708
YOR245C,48.89619818
YOR381W,48.93271064
YJR103W,48.93563361
YAR020C,48.93899706
YKL188C,48.96144821
YBR255C-A,48.97343492
YEL072W,49.00354573
YEL002C,49.01060352
YOR380W,49.01550505
YLR220W,49.03624535
YIR036C,49.04889721
YML032C,49.04988486
YPL041C,49.06128372
YOL077W-A,49.07258079
YLR306W,49.08709546
YCR097W,49.10850484
YDL147W,49.11080198
YGL033W,49.12248449
YPL264C,49.14030442
YMR027W,49.17325755
YPL109C,49.20612931
YDL181W,49.21737884
YBR054W,49.22442997
YNL118C,49.23754903
YGR250C,49.24070275
YDR466W,49.24541191
YJL149W,49.24702059
YGR097W,49.25018478
YLL007C,49.25925765
YGR142W,49.26486778
YCR038C,49.26952112
YLR425W,49.34900474
YIL124W,49.37171237
YLR173W,49.37516403
YPR021C,49.39989224
YML123C,49.41419195
YOL091W,49.42560606
YDR452W,49.44159478
YGL044C,49.45764264
YER066W,49.46788632
YPL274W,49.47398319
YDR422C,49.51716031
YBR047W,49.51901064
YMR297W,49.53594146
YHR004C,49.55782230
YNL052W,49.56162296
YDR377W,49.57646337
YEL005C,49.58421907
YBL106C,49.62962202
YLR136C,49.63082504
YIL105C,49.66519693
YPL002C,49.68512066
YBL093C,49.69628053
YHR136C,49.72188923
YOR338W,49.77482805
YOR122C,49.78784079
YDL025C,49.80021530
YFL041W,49.80089909
YKL041W,49.82905848
YMR139W,49.83635739
YHR001W,49.85761426
YMR204C,49.86767467
YBL029C-A,49.87271270
YDL183C,49.90969902
YNL180C,49.91993641
YDR034C-A,49.92953399
YLR164W,49.96770754
YML058W,49.97197727
YLR050C,49.98457527
YDL057W,49.99694133
YGL198W,50.00882672
YDR247W,50.02860976
YNL265C,50.03475403
YGL060W,50.06244718
YER017C,50.06639040
YHR016C,50.13714820
YDR410C,50.14416436
YDR067C,50.14422195
YDL091C,50.22965994
YDL046W,50.23114115
YDL130W-A,50.24646899
YBL050W,50.24807335
YOR076C,50.25470821
YPR115W,50.27209841
YDR479C,50.28698765
YJR155W,50.28861433
YKR017C,50.32078118
YLR290C,50.32904991
YJL082W,50.34671972
YKL039W,50.39039948
YDR483W,50.39926869
YJL213W,50.42041926
YMR124W,50.45151481
YFL047W,50.48304595
YLR387C,50.49831989
YJR138W,50.50581687
YDR463W,50.52204468
YAL040C,50.52614480
YPL152W,50.55178346
YBL016W,50.58485617
YFL057C,50.60519614
YOL026C,50.64235451
YMR008C,50.66916129
YKL109W,50.67406458
YNL219C,50.67613135
YMR251W-A,50.67698030
YPR185W,50.68424084
YGL237C,50.68887863
YDR309C,50.78829354
YKR064W,50.79644257
YOR157C,50.79842564
YER182W,50.84039477
YDR425W,50.87061395
YMR219W,50.88105965
YBR295W,50.88165740
YAR014C,50.91324281
YIL015W,50.92006210
YMR311C,50.94569069
YBR140C,50.94691793
YER014W,50.95063557
YFL012W,50.97524479
YBR228W,51.01099276
YNL208W,51.02555663
YKR011C,51.08402575
YGR143W,51.10348413
YGR199W,51.11660165
YBR212W,51.13570270
YEL038W,51.14595444
YDR453C,51.15156732
YMR030W,51.16112957
YBL030C,51.20660089
YDR003W-A,51.21124178
YMR021C,51.22436925
YDL124W,51.27503204
YOR147W,51.34208001
YMR165C,51.37064013
YBR148W,51.37316038
YNL103W,51.39937131
YGL012W,51.40310732
YNL223W,51.40389231
YMR317W,51.42128431
YDR077W,51.42525358
YMR096W,51.45117134
YDL223C,51.47707761
YPR079W,51.50527046
YMR092C,51.53446975
YDR528W,51.54597898
YDR078C,51.56251270
YBR071W,51.56790415
YIL023C,51.59040537
YGR111W,51.59592807
YGR284C,51.60500866
YKL117W,51.61571202
YBR291C,51.65804283
YHR112C,51.74126117
YDR304C,51.76852503
YOR317W,51.78463843
YDR350C,51.86199970
YDR124W,51.90706147
YDR034C,51.91694733
YIL083C,51.97587344
YDL113C,51.99007783
YKR076W,51.99693172
YJL066C,52.00010517
YPR154W,52.06074572
YLR007W,52.10893820
YPL270W,52.11501780
YLR025W,52.12520906
YAR027W,52.12646442
YIL045W,52.12986869
YLR350W,52.14152605
YNL142W,52.14318815
YDR041W,52.14455157
YOR228C,52.15058723
YDL127W,52.18548834
YML087C,52.28471514
YDR326C,52.28637122
YFL030W,52.30230064
YGL254W,52.30413808
YML038C,52.30553633
YCL009C,52.35362256
YBR005W,52.43870721
YDL027C,52.44902987
YBL091C-A,52.45242475
YGR161W-C,52.52035905
YGR026W,52.55685294
YIL071C,52.56673874
YCL039W,52.57150469
YJL070C,52.59413845
YPR155C,52.64326660
YBL084C,52.66111989
YER175C,52.72991093
YOR230W,52.75373866
YIR037W,52.79264332
YNL099C,52.82882602
YIL129C,52.86765771
YGL104C,52.88651542
YPR082C,52.89349227
YKR014C,52.95498921
YOR023C,52.98143989
YMR195W,52.99680186
YOR219C,53.01051547
YJL174W,53.01310191
YGL047W,53.02193153
YJL199C,53.07052502
YKR068C,53.07582492
YPL222W,53.11698662
YLR224W,53.18712633
YGL228W,53.21661918
YLR189C,53.23525558
YER020W,53.24707429
YOL011W,53.26746991
YPR046W,53.33556795
YMR302C,53.40484510
YDR349C,53.40824611
YKR102W,53.48235101
YLR206W,53.49832624
YML015C,53.49958242
YLR240W,53.55027638
YHL029C,53.55519415
YPR015C,53.61001761
YCR079W,53.61226768
YER141W,53.61827673
YDR196C,53.62340294
YBR001C,53.64004387
YBR222C,53.76446952
YAL030W,53.81745410
YBR062C,53.83927464
YDR089W,53.88402762
YDR032C,53.95048470
YGR138C,53.97441865
YPL145C,53.99277658
YLR395C,53.99876964
YPL078C,54.06056409
YGL161C,54.14617629
YOR142W,54.19804836
YIL146C,54.26369375
YPL004C,54.27111017
YNR047W,54.31149177
YNL045W,54.35354238
YCR098C,54.36341677
YFL031W,54.37635332
YGR046W,54.38492141
YJL185C,54.39050942
YGR180C,54.43856585
YBR039W,54.44718698
YCR032W,54.47109748
YPL260W,54.48632452
YKR009C,54.49846707
YLR260W,54.50503614
YGR186W,54.51594269
YOR374W,54.57630793
YER174C,54.58825218
YEL065W,54.60058559
YLR038C,54.67726155
YMR197C,54.71769556
YJL042W,54.76444871
YGR003W,54.76612364
YLR168C,54.78086995
YDR204W,54.78630234
YDR513W,54.81128745
YNL116W,54.93521979
YOL086W-A,54.93785547
YBR045C,55.00761687
YBR050C,55.03229517
YGL087C,55.07713219
YNL242W,55.14204184
YMR261C,55.16429252
YJL171C,55.17107351
YHR033W,55.24027050
YCL044C,55.27702455
YER037W,55.29507573
YMR258C,55.30139469
YIL099W,55.30971813
YOL117W,55.39562200
YBR132C,55.49289180
YJR085C,55.57949186
YMR087W,55.58863791
YIL077C,55.60124526
YLR370C,55.60780946
YER035W,55.63504062
YMR252C,55.64432384
YBL099W,55.66902669
YLR446W,55.67723763
YOL081W,55.69950502
YPR003C,55.77110349
YOR113W,55.90529526
YLR093C,55.93587539
YMR031C,55.95369582
YMR056C,55.99068660
YOR054C,56.00271260
YLR120C,56.06637014
YER103W,56.07967618
YNL011C,56.08635946
YCR036W,56.09500758
YLR031W,56.10800227
YDR042C,56.11614371
YER101C,56.15024234
YCL038C,56.15827027
YPL186C,56.19599181
YNL007C,56.20922359
YJL038C,56.22041301
YGR144W,56.23648358
YOR114W,56.35702515
YCR069W,56.37124062
YML035C,56.44573103
YDR330W,56.47792458
YJR008W,56.49830805
YOR221C,56.50498469
YGR255C,56.51390510
YER062C,56.53400730
YGR127W,56.55548287
YML016C,56.56196282
YIL107C,56.59443758
YLL015W,56.62105316
YOR227W,56.64966943
YPR040W,56.69076724
YOR348C,56.77519958
YBR083W,56.78494563
YNL083W,56.78814937
YLR219W,56.80138470
YMR041C,56.87614444
YOR137C,56.99963992
YNL146W,57.05151730
YOR019W,57.08907861
YFL033C,57.11074172
YCL040W,57.22593584
YCR082W,57.34568975
YDL086W,57.39233303
YHR171W,57.40705951
YKL175W,57.42273974
YLR174W,57.43751767
YMR015C,57.47153759
YDR322C-A,57.48889840
YFR049W,57.61630375
YGR023W,57.61943387
YJR077C,57.64553710
YLR216C,57.65749282
YLR056W,57.66079426
YLR352W,57.68435564
YBR230C,57.68960761
YPL005W,57.69327441
YJL116C,57.73026738
YFL054C,57.74356139
YDR031W,57.80579660
YBR128C,57.82458294
YMR110C,57.82611473
YOR036W,57.90493180
YBR126C,57.96317995
YJR121W,57.97113545
YBL086C,57.99107228
YLR392C,58.05802512
YBL066C,58.06449562
YGR043C,58.06741230
YNL145W,58.08156545
YOR186W,58.11318255
YDR373W,58.12847734
YDR371W,58.12996302
YNL251C,58.14955663
YGL141W,58.23378846
YOR044W,58.24555099
YEL049W,58.30514743
YGR060W,58.32111278
YCR073C,58.32667018
YIL125W,58.41399844
YDL072C,58.43469217
YDR099W,58.44310921
YKL220C,58.48232634
YDR122W,58.54859220
YJL027C,58.65168771
YML118W,58.67004180
YLR034C,58.71968998
YJL036W,58.74362102
YHL027W,58.74747832
YIL097W,58.83329480
YFR010W,58.89688824
YOL087C,58.90717758
YCR018C,58.96299945
YGL184C,58.99631888
YDR034W-B,59.07095162
YAL063C,59.12624385
YML047C,59.14669156
YJR096W,59.14703102
YOR360C,59.19038393
YKL043W,59.22857940
YOR222W,59.29548360
YKR005C,59.32248123
YKL002W,59.46191972
YIL046W,59.47314807
YER185W,59.61829647
YGL227W,59.74490091
YDR074W,59.82962065
YOR100C,59.86734523
YMR058W,59.92503899
YOR220W,59.98534413
YJL084C,60.06343158
YML030W,60.18731523
YOL129W,60.18777035
YOL110W,60.30832716
YHR159W,60.51120134
YNL160W,60.53970460
YLR270W,60.55176686
YBR293W,60.73128477
YMR210W,60.84590713
YDL004W,60.89146818
YBR199W,60.96258810
YNL156C,60.99615436
YOL024W,61.01475944
YJL060W,61.02500277
YCL033C,61.14568125
YPR037C,61.25470309
YKL150W,61.29166103
YGL180W,61.32034219
YGR110W,61.34071214
YDL170W,61.40890017
YBR105C,61.47409327
YKL171W,61.49450311
YDR202C,61.49557390
YPL177C,61.51579005
YDR173C,61.52436651
YPL196W,61.53256402
YGR088W,61.59773730
YOL083W,61.60683563
YHR210C,61.62987093
YOR289W,61.72656112
YJR044C,61.79927722
YNL063W,62.17200571
YDR516C,62.20435635
YDL234C,62.20868754
YGR222W,62.25493117
YBR053C,62.33582321
YPR149W,62.37504456
YOL032W,62.44659743
YLR213C,62.52561553
YHR211W,62.54190923
YEL024W,62.60766876
YDR345C,62.65501648
YBR006W,62.70179239
YGL191W,62.78679746
YLR310C,62.96760036
YDR019C,62.97722544
YNL200C,63.07119178
YOR010C,63.28292227
YGR141W,63.33652021
YJR091C,63.44484213
YJL127C-B,63.56312911
YIL011W,63.62123036
YMR232W,63.64176365
YOR018W,63.73403294
YPR020W,63.75178847
YDR351W,63.83446599
YKL035W,63.86630801
